id,budget,countries,imdbId,imdbRating,imdbVotes,languages,movieId,plot,poster,released,revenue,runtime,title,tmdbId,url,year
94,null,[USA],0114039,7.3,411,[English],83,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,null,1996-01-26,null,115,Once Upon a Time... When We Were Colored,146599,https://themoviedb.org/movie/146599,1995
95,null,[USA],0113612,6.1,300,[English],84,"Filmed entirely on location in East Hampton, Long Island, Last Summer in the Hamptons concerns a large theatrical family spending the last weekend of their summer together at the ...",https://image.tmdb.org/t/p/w440_and_h660_face/qVCkkiAoxh5e1UIKJ4Uo6ILV8qA.jpg,1996-09-15,null,108,Last Summer in the Hamptons,188588,https://themoviedb.org/movie/188588,1995
96,null,"[UK,  USA]",0112365,7.0,3927,[English],85,In the 1800s a naturalist marries into a family of British country gentry.,https://image.tmdb.org/t/p/w440_and_h660_face/qScw5w5NTkmcVvRmrfWmQW4JHpe.jpg,1996-01-26,null,116,Angels and Insects,8447,https://themoviedb.org/movie/8447,1995
97,38000000,"[USA,  UK]",0118158,6.6,17501,"[English,  Danish,  Spanish]",86,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,https://image.tmdb.org/t/p/w440_and_h660_face/rNWFsKrTGRCTKsT9dGx9vwWP8tA.jpg,1996-02-02,10300000,129,White Squall,10534,https://themoviedb.org/movie/10534,1996
98,16000000,[USA],0116151,5.2,9574,"[English,  French]",87,Young boy befriends larcenous orangutan in luxury hotel.,https://image.tmdb.org/t/p/w440_and_h660_face/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,1996-01-12,null,88,Dunston Checks In,17414,https://themoviedb.org/movie/17414,1996
99,null,[USA],0115697,6.2,28959,[English],88,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,https://image.tmdb.org/t/p/w440_and_h660_face/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,1996-02-02,32000000,87,Black Sheep,13997,https://themoviedb.org/movie/13997,1996
100,8169363,[USA],0113972,6.3,31726,[English],89,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",https://image.tmdb.org/t/p/w440_and_h660_face/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,1995-11-22,8175346,90,Nick of Time,2086,https://themoviedb.org/movie/2086,1995
101,47000000,"[USA,  UK]",0117002,5.8,11694,[English],92,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://image.tmdb.org/t/p/w440_and_h660_face/9u7dWUrfphfjhn1pCO7yOD161Jf.jpg,1996-02-23,12379402,108,Mary Reilly,9095,https://themoviedb.org/movie/9095,1996
102,14000000,[USA],0114825,4.5,16856,[English],93,"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...",https://image.tmdb.org/t/p/w440_and_h660_face/6lO6P7KhIjoxVOQ9AzjHseQqPz5.jpg,1995-10-27,19800000,100,Vampire in Brooklyn,12158,https://themoviedb.org/movie/12158,1995
103,null,[USA],0115639,7.2,26046,[English],94,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,https://image.tmdb.org/t/p/w440_and_h660_face/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,1996-02-09,null,112,Beautiful Girls,9283,https://themoviedb.org/movie/9283,1996
104,50000000,[USA],0115759,6.0,75836,[English],95,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,https://image.tmdb.org/t/p/w440_and_h660_face/7wmFsLBQDDTMxEbaZlCqgfEx9PK.jpg,1996-02-09,150270147,108,Broken Arrow,9208,https://themoviedb.org/movie/9208,1996
105,null,[UK],0113403,7.3,1975,[English],96,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...",https://image.tmdb.org/t/p/w440_and_h660_face/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,1996-02-16,null,99,In the Bleak Midwinter,40154,https://themoviedb.org/movie/40154,1995
106,2600000,[France],0113247,8.1,99121,[French],97,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,https://image.tmdb.org/t/p/w440_and_h660_face/f37UqJ9aJtilApJV4J7N3n9vo3Y.jpg,1996-02-23,15300000,98,"Hate (Haine, La)",406,https://themoviedb.org/movie/406,1995
107,null,"[UK,  Japan]",0111173,5.4,2077,[English],98,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds!. This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry'.",https://image.tmdb.org/t/p/w440_and_h660_face/sE6oLJg2c9Wc9Ra7Yf5j7OArjYk.jpg,1996-02-09,null,87,Shopping,45549,https://themoviedb.org/movie/45549,1994
108,null,"[UK,  Germany,  USA,  Canada]",0113283,6.6,559,[English],99,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...",https://image.tmdb.org/t/p/w440_and_h660_face/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,1996-02-09,null,106,Heidi Fleiss: Hollywood Madam,63076,https://themoviedb.org/movie/63076,1995
109,null,[USA],0115907,6.2,16464,[English],100,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",https://image.tmdb.org/t/p/w440_and_h660_face/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,1996-02-16,null,111,City Hall,11062,https://themoviedb.org/movie/11062,1996
110,7000000,[USA],0115734,7.1,52853,"[English,  Spanish]",101,Focusing on a trio of friends and their elaborate plan to pull off a simple robbery and go on the run.,https://image.tmdb.org/t/p/w440_and_h660_face/9ZTDOI0CB1WABPMH2zV5Gd5g414.jpg,1996-02-21,560069,91,Bottle Rocket,13685,https://themoviedb.org/movie/13685,1996
111,null,[USA],0117102,3.7,4235,[English],102,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",https://image.tmdb.org/t/p/w440_and_h660_face/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,1996-02-16,null,96,Mr. Wrong,47475,https://themoviedb.org/movie/47475,1996
112,18000000,[USA],0118040,6.0,3834,"[English,  Spanish]",103,"Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....",https://image.tmdb.org/t/p/w440_and_h660_face/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,1996-02-23,null,117,Unforgettable,2045,https://themoviedb.org/movie/2045,1996
113,10000000,[USA],0116483,7.0,150631,[English],104,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,https://image.tmdb.org/t/p/w440_and_h660_face/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996-02-16,41000000,92,Happy Gilmore,9614,https://themoviedb.org/movie/9614,1996
114,24000000,[USA],0112579,7.5,53261,[English],105,"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",https://image.tmdb.org/t/p/w440_and_h660_face/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,1995-06-02,182016617,135,"Bridges of Madison County, The",688,https://themoviedb.org/movie/688,1995
115,null,[USA],0117110,6.9,15379,[English],107,The Muppets' twist on the classic tale.,https://image.tmdb.org/t/p/w440_and_h660_face/3TyhweCMltsQPQ2sfxNApe9RRRz.jpg,1996-02-16,34327391,99,Muppet Treasure Island,10874,https://themoviedb.org/movie/10874,1996
116,null,[USA],0112646,6.4,166,[English],108,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...",https://image.tmdb.org/t/p/w440_and_h660_face/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,1996-05-16,null,95,Catwalk,89333,https://themoviedb.org/movie/89333,1995
117,72000000,[USA],0112573,8.4,710741,"[English,  French,  Latin,  Scottish Gaelic]",110,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",https://image.tmdb.org/t/p/w440_and_h660_face/or1gBugydmjToAEq7OZY0owwFk.jpg,1995-05-24,210000000,178,Braveheart,197,https://themoviedb.org/movie/197,1995
118,1300000,[USA],0075314,8.3,484769,"[English,  Spanish]",111,"A mentally unstable Vietnam war veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",https://image.tmdb.org/t/p/w440_and_h660_face/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-08,28262574,113,Taxi Driver,103,https://themoviedb.org/movie/103,1976
119,7500000,[Hong Kong],0113326,6.7,28582,"[Cantonese,  English]",112,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,https://image.tmdb.org/t/p/w440_and_h660_face/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,1996-02-23,32392047,87,Rumble in the Bronx (Hont faan kui),33542,https://themoviedb.org/movie/33542,1995
120,35000000,[USA],0115645,6.1,6503,[English],113,Two parents deal with the effects when their son is accused of murdering his girlfriend.,https://image.tmdb.org/t/p/w440_and_h660_face/4Q2SdpMJtNcbEvidNuc7z0KRiHo.jpg,1996-02-23,null,108,Before and After,43566,https://themoviedb.org/movie/43566,1996
121,null,"[Canada,  UK]",0113774,7.3,1189,"[English,  Scottish Gaelic,  Cantonese]",114,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",https://image.tmdb.org/t/p/w440_and_h660_face/c6ZXEVl8pPdlzkoAm5dQ2EZnUoY.jpg,1996-01-26,null,114,Margaret's Museum,71754,https://themoviedb.org/movie/71754,1995
122,null,"[UK,  USA,  Netherlands]",0112373,8.2,783,[English],116,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...",https://image.tmdb.org/t/p/w440_and_h660_face/xS47oTLlMn8UbG81MpA2jVOlkM8.jpg,1995-08-31,1,122,Anne Frank Remembered,51352,https://themoviedb.org/movie/51352,1995
123,null,"[UK,  Germany,  France]",0115033,7.1,2982,[English],117,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...",https://image.tmdb.org/t/p/w440_and_h660_face/rM6yyxj77tZBL7JBkPCkXMSnAhs.jpg,1996-02-23,null,99,"Young Poisoner's Handbook, The",16934,https://themoviedb.org/movie/16934,1995
124,null,[USA],0116606,4.9,3332,[English],118,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...",https://image.tmdb.org/t/p/w440_and_h660_face/ig5LhLEnlt7QCyYjgui082fO4ih.jpg,1996-03-08,null,92,If Lucy Fell,10324,https://themoviedb.org/movie/10324,1996
125,25000000,[USA],0114536,4.8,782,[English],119,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...",https://image.tmdb.org/t/p/w440_and_h660_face/qRD0CKjYaL7P5aJ9Hq0BmyXIJhs.jpg,1995-09-29,6278139,135,"Steal Big, Steal Little",78406,https://themoviedb.org/movie/78406,1995
126,null,[Canada],0106473,7.8,1166,[English],121,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,https://image.tmdb.org/t/p/w440_and_h660_face/rY2OmKjJmEcnDiivqrZwz6m3XpP.jpg,1992-12-06,204540,93,"Boys of St. Vincent, The",32119,https://themoviedb.org/movie/32119,1992
127,40000000,[USA],0103859,5.4,19684,"[English,  French]",122,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,https://image.tmdb.org/t/p/w440_and_h660_face/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,1992-07-01,70100000,117,Boomerang,11066,https://themoviedb.org/movie/11066,1992
128,160000,[Hong Kong],0109424,8.1,38919,"[Cantonese,  English,  Japanese,  Hindi,  Mandarin]",123,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",https://image.tmdb.org/t/p/w440_and_h660_face/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,1996-03-08,null,102,Chungking Express (Chung Hing sam lam),11104,https://themoviedb.org/movie/11104,1994
129,null,[Italy],0114808,7.3,3624,"[Italian,  Sicilian,  Spanish]",124,A photographer and the types of people he encounters.,https://image.tmdb.org/t/p/w440_and_h660_face/wousyAPimHw7RQVjlvzA8BSr2pt.jpg,1996-03-08,null,113,"Star Maker, The (Uomo delle stelle, L')",37975,https://themoviedb.org/movie/37975,1995
130,7000000,[USA],0116324,6.8,14792,[English],125,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",https://image.tmdb.org/t/p/w440_and_h660_face/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,1996-04-12,14702438,92,Flirting With Disaster,2074,https://themoviedb.org/movie/2074,1996
131,17000000,"[Germany,  USA]",0110647,3.1,8087,[English],126,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,https://image.tmdb.org/t/p/w440_and_h660_face/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,1994-10-27,null,95,"NeverEnding Story III, The",27793,https://themoviedb.org/movie/27793,1994
132,null,[USA],0114131,5.9,718,[English],129,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,https://image.tmdb.org/t/p/w440_and_h660_face/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,1996-02-09,null,95,Pie in the Sky,110972,https://themoviedb.org/movie/110972,1996
133,null,[USA],0112364,6.4,636,[English],130,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the...",https://image.tmdb.org/t/p/w440_and_h660_face/1UxqC7TS1o1hzaPkc1Q0LsW0yUS.jpg,1995-01-01,null,99,Angela,32622,https://themoviedb.org/movie/32622,1995
134,null,"[France,  UK,  Ireland,  USA]",0113107,6.7,754,[English],131,"This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...",null,1995-11-22,null,101,Frankie Starlight,73067,https://themoviedb.org/movie/73067,1995
135,50000000,[USA],0113451,5.1,8971,[English],132,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",https://image.tmdb.org/t/p/w440_and_h660_face/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,1995-10-13,9851610,95,Jade,11863,https://themoviedb.org/movie/11863,1995
136,null,[USA],0116130,6.0,16458,[English],135,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...",https://image.tmdb.org/t/p/w440_and_h660_face/tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg,1996-03-01,null,92,Down Periscope,9101,https://themoviedb.org/movie/9101,1996
137,null,"[USA,  UK]",0113756,6.1,297,"[English,  Yiddish]",137,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...",https://image.tmdb.org/t/p/w440_and_h660_face/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,1996-03-15,209935,86,Man of the Year,5757,https://themoviedb.org/movie/5757,1995
138,60000000,[USA],0118055,6.1,11125,[English],140,"An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.",https://image.tmdb.org/t/p/w440_and_h660_face/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,1996-03-01,null,124,Up Close and Personal,9302,https://themoviedb.org/movie/9302,1996
